id,property_name,country,property_title,property_intro
2567,Rancho Pacifico,Costa Rica,Rancho Pacifico: Rainforest Seclusion Above Costa Rica's Coast,"High in the hills above Playa Dominical, Rancho Pacifico rests within a private rainforest reserve where the Pacific unfolds far below. Adults-only villas open to birdsong, waterfall pools and toucans at breakfast. Days pass with jungle spa treatments, guided hikes to hidden cascades, and farm-to-table dinners drawn from the surrounding valley. The owners protect hundreds of acres of regenerating forest and employ locally, so your stay quietly sustains both the wildlife and the community below."
2568,Lesante Blu,Greece,"Lesante Blu: Adults-Only Elegance Above the Ionian, Zakynthos","Perched on the cliffs of Tragaki, on Zakynthos' quieter north-eastern coast, Lesante Blu looks out across the Ionian towards Kefalonia. This adults-only retreat pairs pale stone, driftwood tones and deep blues with private pools and terraces that seem to hover above the water. Days unfold with sunrise swims, sailings to hidden coves, Zakynthian wines and cooking rooted in island produce. The hotel supports loggerhead turtle protection and local growers, so pleasure here carries purpose."
2667,Hotel Van Zandt,United States,"Hotel Van Zandt: Austin's Rhythm, Rendered in Rainey Street","Set on Rainey Street, where bungalow bars spill onto porches and the Lady Bird Lake trail begins, Hotel Van Zandt takes its cue from Austin's musical soul. Art deco flourishes, brass detailing and instrument-inspired motifs fill rooms overlooking the water, while Geraldine's serves Gulf Coast plates alongside live sets from local performers. Cycle the boardwalk at dawn, swim in the rooftop pool by dusk, and discover a hotel genuinely woven into its neighbourhood."
2668,ADLER Lodge Ritten,Italy,ADLER Lodge Ritten: Pine-Scented Calm and Dolomite Panoramas,"High on the Renon plateau above Bolzano, ADLER Lodge Ritten rests among larch and spruce woods, with the Dolomites rising beyond the meadows. Chalets of local timber and stone open onto sun-warmed terraces, while the lake-fed pool, forest sauna and mountain spa invite unhurried days. Guided hikes, foraging walks and South Tyrolean cooking rooted in nearby farms bring the landscape closer. Reachable by cable car, it is a place shaped by quiet respect for its surroundings."
2669,Grand Hotel Victoria Concept & Spa,Italy,"Grand Hotel Victoria Concept & Spa: Lake Como, Reimagined Calm","Facing the water in Menaggio, on Lake Como's quieter western shore, this nineteenth-century villa has been coaxed into something quietly contemporary. Interiors pair salvaged timber and local stone with soft Alpine light, while the vast Erre Spa draws on lake water and mountain botanicals. Days unfold with sailing, hiking the Sentiero del Viandante, or lingering over Michelin-recognised cooking built around producers from the surrounding valleys. Sustainability here is structural, not decorative 
invest in the place, and it repays you."
2670,Château Eza,France,Château Eza: A Medieval Eyrie Above the French Riviera,"Perched within the stone ramparts of Èze village, some 400 metres above the Mediterranean, Château Eza occupies a 14th-century residence once home to a Swedish prince. Its ten rooms and suites pair vaulted ceilings and open fireplaces with terraces that fall away to the sea. Dine on Riviera produce at the panoramic restaurant, wander the medieval lanes and exotic garden at dawn, and discover a house that keeps local craftsmanship and hillside heritage very much alive."
2671,Château de Théoule,France,Château de Théoule: Riviera Serenity Above the Esterel Coast,"Set among umbrella pines on the red rock shoreline between Cannes and Saint-Raphaël, Château de Théoule looks out across the Bay of La Napoule towards the Lérins islands. Once a soap works, the building has been reimagined with restrained elegance, its vaulted interiors softened by Mediterranean light. Days unfold with swims from the private coves, walks in the Esterel massif and dishes shaped by nearby growers and fishermen, in a place quietly attentive to its coastline."
2672,Les Roches Rouges,France,Les Roches Rouges: Barefoot Riviera Living on Provence's Coast,"Set between Saint-Raphaël and Agay, where the Estérel's red porphyry cliffs slip into the Mediterranean, Les Roches Rouges reimagines the Riviera without the fuss. Mid-century lines, natural materials and a saltwater pool carved into the rock set the mood, while days drift between sea swims, coastal walks and Provençal cooking rooted in nearby producers. Bedrooms frame the water; evenings bring long, unhurried dinners. It is the Côte d'Azur at its most quietly confident, with sand still on your feet."
2673,Althoff Villa Belrose,France,Althoff Villa Belrose: Hilltop Serenity Above Saint-Tropez,"Perched on a pine-clad hillside above the Bay of Saint-Tropez, Althoff Villa Belrose looks out across the Gulf towards Sainte-Maxime and the Massif des Maures. Interiors echo the Riviera in soft linens, terracotta and sunlit stone, while the Michelin-starred kitchen draws on Provençal growers and Mediterranean day boats. Spend mornings in the vineyards, afternoons by the cliffside pool, evenings watching the light shift over the water. Gardens are tended without pesticides, and beehives hum among the lavender."
2674,Hôtel Château de La Chèvre d’Or,France,Hôtel Château de La Chèvre d'Or: Èze's Cliff-Top Enchantment,"Perched within the medieval walls of Èze, this collection of stone houses tumbles down the hillside some 400 metres above the Mediterranean. Vaulted ceilings, antique tiles and terraced gardens speak of centuries of craftsmanship, carefully preserved rather than reinvented. Days unfold slowly here: swimming beside the cliff edge, wandering car-free lanes with local artisans, dining on Riviera produce shaped by Michelin-starred kitchens. Come evening, the coastline glitters below and the village falls quietly, wonderfully still."
2675,Hotel de Paris Monte-Carlo,Monaco,Hotel de Paris Monte-Carlo: A Belle Époque Legend Reimagined,"Overlooking Place du Casino, with the Mediterranean glinting beyond, Hotel de Paris Monte-Carlo has welcomed guests since 1864 — and its recent restoration has given the Belle Époque grande dame fresh light, airy suites and a courtyard garden at its heart. Dine with Alain Ducasse at Le Louis XV, descend into the legendary wine cellar, then unwind at the seawater spa. Sustainability runs quietly throughout, from local sourcing to Monaco's own commitments to protecting the sea it overlooks."
2676,Cheval Blanc St-Tropez,France,Cheval Blanc St-Tropez: Riviera Elegance on the Water's Edge,"Tucked into the fishing village heart of St-Tropez, Cheval Blanc St-Tropez opens directly onto the Baie de Pampelonne's shimmering horizon, moments from the old port's cobbled lanes. Interiors by Jean-Michel Wilmotte are washed in maritime blues and soft linen, while the three-Michelin-starred kitchen of La Vague d'Or celebrates Provençal producers and line-caught fish. Days drift between the Dior spa, sailing the gulf and long lunches beneath the pines, with sunsets arriving over the water like an encore."
2677,La Réserve Ramatuelle,France,La R\u00e9serve Ramatuelle: Clifftop Calm Above the C\u00f4te d'Azur,"Perched on a pine-clad hillside above Pampelonne's shoreline, La R\u00e9serve Ramatuelle looks out across the Mediterranean from within a protected coastal landscape. Jean-Michel Wilmotte's low-slung architecture settles into the maquis, its villas and suites framed by olive trees and sea light. Days unfold between the celebrated wellness centre, garden-led Proven\u00e7al cooking and long swims, while local producers and conservation of the surrounding scrubland shape the experience. Refined, unhurried, and quietly attuned to its setting."
2678,Rixos Premium Dubrovnik,Croatia,Rixos Premium Dubrovnik: Adriatic Calm on the Lapad Peninsula,"Set along the pine-fringed shoreline of Lapad Bay, Rixos Premium Dubrovnik looks out across the Adriatic towards the Elaphiti Islands, a short stroll from the promenade and minutes from the walled Old Town. Interiors balance Dalmatian stone and soft coastal light, while days unfold between the private beach, thermal spa rituals and menus built around Konavle producers. Local guides lead island sailings and vineyard visits, connecting guests with the region's craftspeople and quiet corners."
2679,The Roundtree Amagansett,United States,The Roundtree Amagansett: Quiet Luxury on the East End,"Tucked into the gentle hush of Amagansett, moments from Atlantic dunes and Napeague's salt marshes, The Roundtree offers a considered take on Hamptons living. Bungalows and suites are dressed in pale timber, natural linens and locally made ceramics, with private terraces and outdoor showers. Borrow a bicycle for the farm stands and fish markets, or linger by the saltwater pool. Partnerships with East End growers and artisans keep the experience rooted in its coastal community."
2680,Martinhal Sagres Family Resort,Portugal,Martinhal Sagres Family Resort: Where Atlantic Wilds Meet Calm,"On Portugal's south-westernmost tip, where the Costa Vicentina Natural Park meets a sweep of golden sand, Martinhal Sagres sits gently within its windswept surroundings. Airy villas and suites in pale timber and stone open to sea breezes, while children roam freely between rock pools, tennis courts and kids' clubs. Days might bring surf lessons, cliff-top walks or seafood grilled over coals. The resort works closely with local producers and conservation projects, keeping this untamed coastline as it should be."
2681,Hotel La Villa Douce,France,Hotel La Villa Douce: Riviera Calm in the Heart of Saint-Tropez,"Tucked into a quiet residential pocket moments from Saint-Tropez's old port, Hotel La Villa Douce feels more like a friend's Provençal home than a hotel. Sunlight moves across pale stone, vintage finds and locally made furnishings, while the walled garden and pool offer shade beneath pines. Cycle to Pampelonne, browse the Place des Lices market with the kitchen team, or simply linger over Var wines as the evening softens. Small, personal and quietly generous."
2682,Santa Casa by Tasman,Mexico,Santa Casa by Tasman: Barefoot Refinement on Mexico's Coast,"Set where jungle gives way to the Pacific, Santa Casa by Tasman is a private retreat shaped by local craft: lime-washed walls, hand-carved parota wood and shaded terraces that catch the sea breeze. Days unfold slowly here, whether you are swimming in the pool, walking the shoreline at dawn or joining the chef at the market. The house works closely with nearby artisans and turtle conservation efforts, giving each stay a quiet sense of belonging."
2683,The Agora Hotel,Cyprus,The Agora Hotel: Old Town Charm in the Heart of Cyprus,"Tucked into the lanes of a Cypriot old town, The Agora Hotel occupies a lovingly restored stone building where sandstone arches, handmade tiles and locally crafted furnishings set a quietly confident tone. Mornings begin with village honey and halloumi on the courtyard terrace; afternoons drift towards nearby markets, hammams and coastal paths. Family-run and deeply rooted in its neighbourhood, the hotel works with island artisans and growers, offering a stay that feels genuinely, generously Cypriot."
2684,Toile Blanche,France,Toile Blanche: Provençal Calm Amid Saint-Paul-de-Vence Hills,"Set among cypress and olive groves above Saint-Paul-de-Vence, Toile Blanche is a former artist's retreat where Provence's light still shapes the day. Pared-back interiors, original artworks and sun-warmed stone frame views across the Riviera hinterland. Days unfold slowly: a swim before breakfast, a wander through the village's galleries, an evening spent with wines from neighbouring vineyards. Family-run and deeply rooted in its terroir, it offers a considered, unhurried version of southern French living."
2685,Chapung Sebali,Indonesia,Chapung Sebali: A Cliffside Sanctuary Above Ubud's Ayung River,"Perched on a ridge above the Ayung River, a short drive from Ubud, Chapung Sebali looks out across terraced rice fields and dense valley greenery. Villas of timber, stone and thatch open to private pools, while yoga at dawn, river treks and Balinese cooking classes fill unhurried days. The kitchen draws on the estate's own gardens, and long-standing ties with neighbouring Sebali village keep local craft, culture and livelihoods thriving."
2686,Arimasansoh Goshobessho,Japan,Arimasansoh Goshobessho: Arima's Ancient Golden Spring Ritual,"Tucked into the wooded hills above Kobe, this intimate ryokan draws on Arima Onsen's storied kinsen waters, iron-rich and amber-gold, poured into private open-air baths where only birdsong intrudes. Rooms pair understated Japanese craftsmanship with quiet comfort, while kaiseki dinners follow the Rokko mountains through the seasons, using produce and Tajima beef from nearby farms. Wander lantern-lit lanes, meet potters and sake brewers, then return to steam rising gently at dusk."
2687,Quay17,Belgium,Quay17: Canal-Side Calm and Quiet Character in Belgium,"Moored along one of Belgium's most graceful waterways, Quay17 occupies a handsomely restored merchant's house where original beams and brickwork meet considered contemporary design. Mornings begin with bread from the baker two doors down; afternoons invite slow cycling through the polders or a barge trip past shuttered warehouses. Local craftspeople furnished the interiors, and the kitchen sources from growers within a few miles. It is the sort of address that rewards lingering rather than rushing."
2688,Le Marne Relais,Italy,Le Marne Relais: Slow Living Among Italy's Quiet Vineyards,"Set among rolling farmland and centuries-old vines, Le Marne Relais invites you to settle into the unhurried rhythm of rural Italy. Restored stone buildings hold rooms where handmade textiles and locally crafted furniture meet wide countryside views. Days unfold with cellar tastings, kitchen-garden harvests and long lunches shared at communal tables. The estate works closely with neighbouring producers and tends its land organically, so every meal carries the character of the surrounding hills."
2689,Mastrojanni Relais,Italy,Mastrojanni Relais: Where Brunello Meets Val d'Orcia Sunlight,"Set among the organic vineyards of Castelnuovo dell'Abate, Mastrojanni Relais looks out over the Romanesque abbey of Sant'Antimo and the wild southern reaches of the Val d'Orcia. Restored farmhouses hold quiet, light-filled rooms where stone and linen speak louder than ornament. Days unfold with cellar tastings of celebrated Brunello, walks through Monte Amiata's woodland and long lunches drawn from the estate's own harvest. Biodiversity is nurtured here, and local craft quietly celebrated."
2690,Le Sirenuse,Italy,Le Sirenuse: Positano's Cliffside Icon Above the Amalfi Coast,"Draped across the cliffs of Positano, Le Sirenuse has welcomed guests since 1951, when the Sersale family opened their summer home to travellers. Bougainvillea spills over terraces, majolica tiles cool bare feet, and antiques gathered over generations lend each room its own character. Days drift between the pool, Michelin-starred dining and boat trips along the coast, while the family's championing of local artisans and Amalfi's craft traditions keeps this a place with genuine roots."
2691,L'oscar London,England,L'oscar London: Baroque Splendour in the Heart of Bloomsbury,"Set within a former Baptist headquarters in Bloomsbury, L'oscar London is a study in theatrical restraint. Jacques Garcia's interiors bring peacock motifs, silk damask and gilded flourishes to Grade II-listed rooms, while the original chapel now houses a soaring, candlelit bar. Steps from Covent Garden and the British Museum, it offers literary London on the doorstep, thoughtful restoration of historic craftsmanship, and a residents' library made for slow, unhurried evenings."
2692,The Sanubari,Indonesia,The Sanubari: Barefoot Luxury Amid Bali's Emerald Rice Fields,"Tucked into the gentle folds of Tabanan's countryside, The Sanubari gathers a handful of thatched villas among terraced rice fields, coconut groves and river valleys where herons still gather at dusk. Days unfold slowly here: yoga beneath open rafters, spring-fed pools, market walks with the village cook, and dinners drawn from the surrounding smallholdings. Built by local artisans using bamboo, alang-alang and reclaimed timber, it channels its earnings back into the community that shaped it."
2693,LILLØY Lindenberg,Norway,LILLØY Lindenberg: Where Norway's Coastline Slows Right Down,"Set on a small island off Norway's southern shore, LILLØY Lindenberg gathers weathered timber buildings, rock pools and sea breezes into something quietly remarkable. Days unfold slowly here: swimming from smooth granite, wandering the shoreline, gathering around long tables for produce drawn from nearby waters and farms. Interiors favour honest materials and craft over ornament, while the team works closely with local fishermen and growers, preserving both island heritage and the fragile coastal landscape that surrounds it."
2694,Botanique Hotel Experience,Brazil,Botanique Hotel Experience: Mantiqueira's Quiet Luxury Retreat,"Set within 250 hectares of Atlantic Forest in Brazil's Mantiqueira mountains, Botanique Hotel Experience feels less like a hotel and more like a private estate shared with hummingbirds and waterfalls. Glass, stone and reclaimed timber frame views across the valley, while menus draw on the kitchen garden and neighbouring farms in Camanducaia. Days unfold with forest trails, thermal pools and horseback rides, supported by ongoing reforestation and partnerships that keep local craft and livelihoods thriving."
2695,Minaret Station,New Zealand,Minaret Station: Alpine Seclusion in New Zealand's High Country,"Reachable only by helicopter, Minaret Station rests in a hanging valley high above Lake Wanaka, where four canvas-and-timber chalets look out over tussock ridges and snow-fed streams. This is a working high-country farm run by the Wallis family, who share their world through heli-fishing, glacier landings and long lunches on the mountainside. Days end with a soak in the wood-fired hot tub, venison from the valley on the table, and silence broken only by the wind."
2696,Ca’n Beneït,Spain,Ca’n Beneït: A Mallorcan Finca Where Stone and Silence Meet,"Tucked into the folds of Mallorca's Tramuntana foothills, Ca’n Beneït is a restored country finca where centuries-old stone walls frame olive groves, drystone terraces and long views towards the sea. Interiors pair local craftsmanship with quiet, contemporary calm. Days unfold slowly here: harvesting olives with the family who tend the land, swimming beneath the pines, or following goat paths into the hills. A place that gives back to its valley, and to those who linger., warmly."
2697,Predi Son Jaumell,Spain,Predi Son Jaumell: Mallorcan Finca Living Among Ancient Olives,"Set in the hills above Capdepera, in Mallorca's wild north-east, this 17th-century manor house looks out across olive groves towards the Serra de Llevant and the sea beyond. Honey-coloured stone, cool vaulted ceilings and just twenty-four rooms make for an unhurried sort of luxury. Days drift between the garden pool, coastal walks to hidden coves and dinners built around produce grown metres from the kitchen, prepared with quiet reverence for Mallorcan tradition."
2698,Castell Son Claret,Spain,Castell Son Claret: A Mallorcan Estate Rooted in Tramuntana,"Set across 326 hectares at the foot of Mallorca's Tramuntana mountains, Castell Son Claret occupies a centuries-old estate near the village of Es Capdellà. Ancient olive groves, citrus terraces and dry-stone walls surround suites where original stonework meets restrained contemporary design. Days unfold with garden-to-table dining, spa rituals drawn from island botanicals and walks through land farmed without chemicals. Bees, sheep and heritage crops are quietly tended here, keeping local craft and agricultural traditions very much alive."
2699,Es Figueral Nou,Spain,Es Figueral Nou: A Mallorcan Finca Rooted in Land and Time,"Set among almond groves and dry-stone walls in the Mallorcan countryside, Es Figueral Nou is a working finca where centuries-old buildings have been revived with restraint \linen, lime-washed walls and locally quarried stone. Days unfold slowly here: harvesting olives, tasting estate wines, or wandering the Tramuntana foothills at dusk. The family behind it farm organically and employ neighbours from the nearby village, so every meal carries the flavour of this particular patch of land."
2700,Finca Can Estades,Spain,Finca Can Estades: Mallorcan Calm Beneath the Tramuntana,"Tucked between olive terraces and the limestone ridges of the Serra de Tramuntana, Finca Can Estades is a restored Mallorcan estate where centuries-old stone meets soft linen, lime-washed walls and locally made ceramics. Days unfold slowly here: barefoot mornings by the pool, wandering the orchards with the gardener, cycling to hidden coves. The kitchen leans on the island's small producers, while ongoing tree-planting and water stewardship keep this quiet corner of Mallorca thriving for generations to come."
2701,Akademie Street Boutique Hotel,South Africa,Akademie Street Boutique Hotel: A Garden Retreat in Franschhoek,"Tucked behind old oak trees on a quiet village lane, Akademie Street Boutique Hotel offers a handful of private suites and cottages set within lush gardens, framed by the Franschhoek mountains. Cape Dutch heritage meets collected art and deep, restful comfort here. Days unfold slowly: breakfast beneath the vines, a swim in the saltwater pool, then a stroll to the valley's celebrated kitchens and wine farms just moments from your door."
2702,Saxon Hotel,South Africa,The Saxon Hotel: Sanctuary and Soul in Leafy Johannesburg,"Tucked into six acres of indigenous gardens in Sandhurst, one of Johannesburg's most tranquil suburbs, the Saxon Hotel, Villas and Spa is a place of quiet consequence — Nelson Mandela edited his memoir within these walls. African artistry shapes every interior, from hand-beaded details to sculptural stonework, while the celebrated kitchens champion small-scale South African growers. Days unfold with spa rituals, private art tours and long swims, and the hotel's foundation supports young local talent through culinary apprenticeships."
2703,GweGwe Beach Lodge,South Africa,GweGwe Beach Lodge: Where the Wild Coast Meets the Indian Ocean,"Perched above a secluded stretch of the Eastern Cape's Wild Coast, GweGwe Beach Lodge sits within Mkhambathi Nature Reserve, where grassland plateaus fall away to waterfalls, forested gorges and an empty shoreline. Suites frame the ocean in timber, stone and glass, drawing the outdoors close. Days unfold with guided walks, river paddles and whale watching, while the lodge's partnership with local Mpondo communities ensures your stay supports conservation and livelihoods along this remarkable coast."
2704,Babylonstoren,South Africa,Babylonstoren: Cape Winelands Living Rooted in the Garden,"Set beneath the Simonsberg in South Africa's Cape Winelands, Babylonstoren is a working farm with Cape Dutch roots dating to 1692. Whitewashed cottages open onto an eight-acre fruit and vegetable garden that shapes every plate served here. Days might involve pressing olive oil, foraging with the gardeners, tasting wines in the sculptural cellar or drifting through the spa's healing herb beds. Restoration, regenerative farming and long-standing care for the farm's community underpin it all."
2705,Future Found Sanctuary,South Africa,"Future Found Sanctuary: Fynbos Retreat Above Hout Bay, Cape Town","Set high on a mountainside above Hout Bay, Future Found Sanctuary looks out across fynbos-clad slopes towards the Atlantic. Timber, stone and glass frame the landscape rather than compete with it, while sound healing, forest walks and long, unhurried meals invite you to slow your pace. Indigenous replanting and partnerships with local makers and conservation projects shape every stay here, leaving you restored, quietly connected and reluctant to head back down the mountain."
2706,Domaine de Murtoli,France,Domaine de Murtoli: Wild Corsican Shores and Ancient Stone,"Spread across 2,500 hectares of southern Corsica, Domaine de Murtoli gathers restored shepherds' houses among maquis, granite outcrops and a river that meets three private beaches. Each bergerie is furnished with quiet restraint, its thick walls and open hearths speaking of the island's pastoral past. Days might mean sea fishing, riding through the valley or dining in a cave by candlelight. The estate farms its own produce, tends native woodland and keeps Corsican craft traditions alive."
2707,Juntos Farm,Spain,Juntos Farm: Regenerative Living in the Spanish Countryside,"Set amid olive groves and sun-warmed hills, Juntos Farm invites you to slow down and settle into the rhythm of rural Spain. Rooms are pared-back yet quietly refined, shaped from local stone, lime and timber. Days unfold with harvests from the kitchen garden, long lunches beneath the trees and walks through land being carefully restored. Working closely with neighbouring growers and artisans, the farm offers something increasingly rare: a stay that gives back to the soil that sustains it."
2708,São Lourenço do Barrocal,Portugal,Timeless Stone and Slow Alentejo Days at São Lourenço do Barrocal,"In the plains near Monsaraz, this ancient farming estate has belonged to one family for two centuries. Its whitewashed cottages, threshing floors and vaulted stables have been gently restored by architect Eduardo Souto de Moura, leaving the patina of rural life intact. Days unfold among cork oaks and vineyards: riding, foraging, tasting wines made on site, or simply drifting between olive groves and pool. Local craft, regenerative farming and village life quietly shape everything here."
2709,Tiger Tops Karnali Lodge,Nepal,Tiger Tops Karnali Lodge: Wild Heart of Nepal's Bardia,"On the fringes of Bardia National Park, where the Karnali river carves through Nepal's westernmost wilderness, this intimate lodge offers a rare kind of quiet. Handcrafted Tharu-inspired cottages sit among mango and sal trees, while days unfold on foot or by jeep in search of tigers, rhinos and Gangetic dolphins. Guided by local naturalists and rooted in decades of conservation work, Karnali Lodge invites you to travel slowly, attentively and in genuine partnership with its community."
2710,Les Frères Ibarboure,France,Les Frères Ibarboure: A Basque Haven of Gardens and Gastronomy,"Tucked between Biarritz and the Spanish border, Les Frères Ibarboure sits within wooded grounds in Bidart, where two brothers built their reputation on the produce of the Basque country. Rooms open onto pines and rolling parkland, blending pale timber, linen and light. Days unfold slowly: sea air before breakfast, a swim, then dinner shaped by neighbouring farmers, fishermen and cheesemakers. A family address where hospitality feels inherited rather than staged."
2711,Les Hortensias du Lac,France,Les Hortensias du Lac: Lakeside Calm in Pine-Clad Hossegor,"On the still waters of Lake Hossegor, where maritime pines lean towards the Atlantic, Les Hortensias du Lac gathers a cluster of 1930s villas restored with restraint \ bleached timber, linen and Landes craftsmanship. Mornings might begin with a swim, or a surf lesson on the beaches beyond the dunes; afternoons drift towards the spa or the garden's shade. The kitchen leans on regional producers, and care for this fragile coastline runs quietly through everything."
2712,La Guitoune,France,La Guitoune: Coastal Calm and Pine-Scented Days in France,"Tucked between salt air and umbrella pines, La Guitoune offers a gentler rhythm on the French coast, where mornings begin with oysters from a neighbouring producer and afternoons drift towards the water. Interiors marry weathered timber, linen and locally made ceramics, softly lit and unhurried. Wander the dunes with a guide who knows every bird and orchid, borrow a bicycle for the village market, or simply linger over regional wine as the tide turns."
2713,Hotel des Dunes,France,Hotel des Dunes: Coastal Calm Where Sand Meets Sea Pines,"Set among the shifting dunes and salt-scented pines of the French coast, Hotel des Dunes offers a gentler rhythm. Interiors pair pale timber, linen and locally made ceramics with wide windows framing the shoreline. Days unfold with barefoot walks along protected beaches, oyster tastings with nearby producers and cycling through maritime forest. The team works closely with dune conservation projects, ensuring the fragile landscape that defines this stay endures for those who follow."
2725,Anantara Grand Hotel Krasnapolsky Amsterdam,Netherlands,Anantara Grand Hotel Krasnapolsky Amsterdam: Dam Square Grace,"Overlooking Dam Square, this landmark address has welcomed guests since 1866, its glass-roofed Winter Garden still one of Amsterdam's most beguiling rooms. Canals, the Royal Palace and independent galleries lie moments from the door, while inside, Dutch heritage meets contemporary calm across restored interiors. Dine on inventive Mediterranean plates, borrow a bicycle for the Nine Streets, or unwind in the spa. Thoughtful sourcing and local partnerships keep the hotel firmly rooted in its city."
2726,Hotel Al Moudira,Egypt,Hotel Al Moudira: Timeless Desert Reverie on Luxor's West Bank,"Where sugarcane fields give way to the Theban desert, Hotel Al Moudira rises as a hand-built reverie on Luxor's West Bank. Domed ceilings, frescoed walls and antique doors gathered across Egypt fill fifty-four rooms, no two alike. Days unfold gently: breakfast beneath bougainvillea, afternoons by the palm-shaded pool, evenings drifting towards the Valley of the Kings. Local craftspeople shaped every arch and mosaic, and nearby villages still supply the kitchens and gardens sustaining this singular retreat."
2727,Adrère Amellal,Egypt,Adrère Amellal: Candlelit Nights Beneath Siwa's White Mountain,"At the foot of Siwa's White Mountain, on the shore of a shimmering salt lake, this remarkable retreat is built entirely from kershef — hand-shaped sand, clay and salt rock. There is no electricity here; beeswax candles light the corridors, and evenings unfold over Siwan dishes grown in the surrounding gardens. Swim in a Roman spring, ride out into the dunes, and discover a place that has revived local craft traditions and sustained an oasis community for decades."
2728,Steigenberger Golf Resort El Gouna,Egypt,Steigenberger Golf Resort El Gouna: Where Desert Meets Lagoon,"Set among the shimmering lagoons of El Gouna on Egypt's Red Sea coast, Steigenberger Golf Resort unfolds beside an 18-hole championship course framed by desert mountains. Nubian-inspired architecture, shaded courtyards and a private beach island reached by boat set the rhythm here. Days might drift from reef snorkelling to spa rituals, or into El Gouna's marina restaurants and galleries nearby, part of a town celebrated for its recycling and marine conservation efforts."
2729,VOYA Boutique Hotel Havana,Cuba,"VOYA Boutique Hotel Havana: Old-World Charm, Modern Soul","Set within a restored mansion in the heart of Havana, VOYA invites you to slow down amid the city's music, mosaic floors and salt-touched sea air. Rooms pair Cuban craftsmanship with contemporary calm, while the rooftop offers rum, cigars and rooftop views across weathered colonial facades. Wander to the Malecón at dusk, or let local guides share their neighbourhood's stories. Sourcing and staffing remain firmly Cuban, so every stay supports the community that shapes it."
2730,Paseo 206,Cuba,Paseo 206: Refined Havana Living on a Leafy Vedado Avenue,"Set within a restored 1930s mansion on one of Vedado's tree-lined boulevards, Paseo 206 brings quiet sophistication to the heart of Havana. Ten individually designed rooms pair original terrazzo floors and period detail with contemporary Cuban art, while the courtyard bar and rooftop terrace invite unhurried afternoons. Skilled local staff guide guests towards neighbourhood galleries, family-run paladares and live son sessions, supporting the artisans and musicians who give this remarkable city its enduring character."
2731,Rox Resort,Denmark,Rox Resort: Refined Danish Escapes Amid Coast and Woodland,"Tucked between windswept shoreline and quiet Danish woodland, Rox Resort invites you to slow down without giving anything up. Interiors favour pale timber, linen and locally made ceramics, while wide windows frame shifting northern light. Days might begin with a sauna and sea dip, and end with a menu shaped by nearby growers and fishers. Habitat planting, careful energy use and close ties with village artisans make each stay quietly purposeful."
2732,Hotel Van Cleef,Belgium,Hotel Van Cleef: A Canalside Retreat in the Heart of Old Bruges,"Tucked along a quiet canal in Bruges, Hotel Van Cleef occupies a handsome merchant's house where centuries-old beams meet velvet, brass and softly lit corners. Rooms look out over water and gabled rooftops, while breakfast is a leisurely affair of Flemish cheeses and local bakery bread. The city's museums, chocolatiers and lace ateliers sit within a gentle stroll, and the family owners happily share the addresses only Bruges residents tend to know."
2733,Szekler Mansion,Romania,Szekler Mansion: A Transylvanian Retreat Steeped in Heritage,"Set among the wooded hills of Transylvania, Szekler Mansion is a lovingly restored noble residence where whitewashed walls, hand-carved timber and antique tiled stoves recall centuries of Székely life. Days unfold with horse-drawn journeys through hay meadows, cellar tastings of local wine and long dinners built around produce from neighbouring smallholdings. Restoration was guided by village craftspeople, keeping traditional trades alive. Come evening, the courtyard falls quiet, and only church bells and birdsong remain."
2734,Luna Salada Hotel,Bolivia,Luna Salada Hotel: Salt-Built Serenity Above Bolivia's Salar,"Perched on the western shore of the Salar de Uyuni, Luna Salada is built almost entirely from blocks of salt drawn from the flats below. Rooms open onto a horizon that shifts from blinding white to mirrored sky after the rains. Days bring sunrise crossings to Incahuasi's cacti, stargazing in near-total darkness, and meals rooted in Andean produce. The hotel works closely with Colchani's salt-harvesting families, whose craft shapes every wall and welcome."
2735,La Lancha,Gautemala,La Lancha: Lakeside Serenity in Guatemala's Maya Rainforests,"Perched above the still waters of Lake Petén Itzá, La Lancha is a hideaway of just ten rooms, wrapped in tropical forest in Guatemala's northern lowlands. Once owned by Francis Ford Coppola, it carries his eye for craft: Guatemalan textiles, hand-carved furnishings and verandas made for lingering. Paddle out at dawn, walk with local guides among howler monkeys, or venture to the temples of Tikal, returning to hammocks, home cooking and birdsong."
2736,Porta Hotel del Lago,Gautemala,Porta Hotel del Lago: Lakeside Serenity Beneath Guatemala's Volcanoes,"Overlooking the shimmering expanse of Lake Atitlán, Porta Hotel del Lago rises in Panajachel with three volcanoes framing every window. Rooms open onto terraces where mornings begin with birdsong and coffee grown on nearby slopes. Wander to Mayan textile markets, kayak across the caldera, or unwind beside the pool as light shifts across the water. Guatemalan artistry shapes the interiors, while partnerships with local weavers and growers keep the surrounding highland communities at the heart of every stay."
2737,Turtle Inn,Belize,Turtle Inn: Barefoot Beachfront Luxury on Belize's Placencia,"On a slender peninsula where the Caribbean meets the Placencia lagoon, Turtle Inn gathers thatched Balinese cottages around sand pathways and sea-grape trees. Francis Ford Coppola's beachfront retreat pairs hand-carved Indonesian craftsmanship with Belizean warmth, an organic garden supplying its kitchens and local guides leading dives on the barrier reef. Days drift between snorkelling, jungle rivers and Maya ruins, before evenings of freshly caught snapper and rum beneath the stars."
